URL,Number of rooms,Surface area of the plot of land,State of the building,Type of property,Garden Area,Fully equipped kitchen,Price,Garden,Surface of the land,Locality,Subtype of property,Living Area,Furnished,Number of facades,Terrace,Open fire,Terrace Area,Swimming pool
https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/20283592,2,,As new,Apartment,,Hyper equipped,385000,,,8000 Brugge,Apartment,,No,2,,,3,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-woluwe/1150/20272322,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20177575,2,,Good,Apartment,,Hyper equipped,445000,,,1200 Woluwe-Saint-Lambert,Apartment,,Yes,2,,,22,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20186309,2,,As new,Apartment,,Installed,460000,,,1050 Ixelles,Apartment,,Yes,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20271467,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20186328,2,,As new,Apartment,,Hyper equipped,560000,,,1040 Etterbeek,Apartment,,Yes,2,,,8,
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/20257089,2,,Good,Penthouse,,Installed,599000,,,1000 Bruxelles,Penthouse,,No,3,,,16,
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/20191892,2,,As new,Penthouse,,Installed,795000,,,1000 Bruxelles,Penthouse,,Yes,2,,,101,
https://www.immoweb.be/en/classified/duplex/for-sale/wijnegem/2110/20240731,3,,As new,Duplex,125,,1195000,,,2110 Wijnegem,Duplex,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20198932,4,,As new,Apartment,,Hyper equipped,1250000,,,1180 Uccle,Apartment,,No,3,,,30,
https://www.immoweb.be/en/classified/ground-floor/for-sale/grembergen/9200/20301129,2,,,Ground floor,45,Installed,271650,,,9200 GREMBERGEN,Ground floor,,,2,,,45,
https://www.immoweb.be/en/classified/apartment/for-sale/zwijndrecht/2070/20297795,2,,To be done up,Apartment,,Installed,219000,,,2070 Zwijndrecht,Apartment,,,2,,,11,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20300216,1,,Good,Apartment,,Installed,299000,,,1000 BRUXELLES,Apartment,,Yes,2,,,4,
https://www.immoweb.be/en/classified/service-flat/for-sale/mechelen/2800/20314695,1,,,Service flat,,,295000,,,2800 Mechelen,Service flat,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20314419,1,,Good,Apartment,,,255000,,,2000 Antwerpen,Apartment,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/tervuren/3080/20264134,1,,Good,Apartment,,,375000,,,3080 Tervuren,Apartment,,,,,,30,
https://www.immoweb.be/en/classified/duplex/for-sale/kampenhout/1910/20313333,3,,Good,Duplex,,Installed,420000,,,1910 Kampenhout,Duplex,,No,2,,,25,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20310902,2,,Good,Apartment,,Semi equipped,425000,,,1200 Woluwe-Saint-Lambert,Apartment,,,2,,,6,
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20312897,3,,As new,Penthouse,,USA hyper equipped,790000,,,,Penthouse,,,2,,,40,
https://www.immoweb.be/en/classified/flat-studio/for-sale/molenbeek-saint-jean/1080/20245195,,,To renovate,Flat studio,,Semi equipped,115000,,,1080 Molenbeek-Saint-Jean,Flat studio,,No,2,,,10,
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20279546,2,,As new,Apartment,,Hyper equipped,490000,,,8380 Zeebrugge,Apartment,,,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20279605,2,,To renovate,Apartment,,,1375000,,,8300 Knokke,Apartment,,No,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/20291689,2,,To be done up,Apartment,,Semi equipped,195000,,,2020 ANTWERPEN,Apartment,,,,,,2,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-michiels/8200/20290870,2,,Good,Apartment,,,398000,,,8200 Sint-Michiels,Apartment,,,,,,25,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20290836,3,,Good,Apartment,,Hyper equipped,430000,,,1070 Anderlecht,Apartment,,No,,,,14,
https://www.immoweb.be/en/classified/apartment/for-sale/zelzate/9060/20308310,2,,,Apartment,,,150000,,,9060 ZELZATE,Apartment,,,,,,2,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20307933,1,,Good,Apartment,,Installed,199000,,,1180 Uccle,Apartment,,No,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20306617,2,,Good,Apartment,,Installed,259000,,,8400 Oostende,Apartment,,,2,,,1square meter,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20308457,3,,,Apartment,,,278000,,,4000 LIEGE,Apartment,,No,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20305718,2,,As new,Apartment,,Installed,295000,,,8400 Oostende,Apartment,,,2,,,21,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20308148,2,,Good,Apartment,,Installed,339000,,,8400 Oostende,Apartment,,,2,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/20308598,2,,Good,Ground floor,,Hyper equipped,495000,,,1000 Bruxelles,Ground floor,,,,,,10,
https://www.immoweb.be/en/classified/duplex/for-sale/borgerhout/2140/20260390,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20253580,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20258652,2,,Good,Apartment,,Installed,179000,,,8450 Bredene,Apartment,,,,,,21,
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20257884,2,,Good,Apartment,,Installed,215000,,,2610 WILRIJK,Apartment,,,3,,,4,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20258499,2,,Just renovated,Apartment,,Hyper equipped,269000,,,8400 Oostende,Apartment,,No,,,,5,
https://www.immoweb.be/en/classified/flat-studio/for-sale/saint-josse-ten-noode/1210/20250945,,,Good,Flat studio,,Semi equipped,115000,,,1210 Saint-Josse-ten-Noode,Flat studio,,Yes,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/avelgem/8580/20278247,1,,Good,Apartment,,Installed,179500,,,8580 AVELGEM,Apartment,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20275002,1,,Just renovated,Apartment,,Installed,235000,,,8400 Oostende,Apartment,,Yes,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20275559,1,,Good,Apartment,,Installed,487000,,,9000 Gent,Apartment,,No,,,,10,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20275279,2,,Good,Apartment,,Hyper equipped,625000,,,8300 Knokke,Apartment,,Yes,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bonheiden/2820/20278233,2,,,Apartment,,Installed,639000,,,2820 BONHEIDEN,Apartment,,,3,,,58,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20274997,3,,Good,Apartment,,Installed,675000,,,9000 Gent,Apartment,,No,,,,8,
https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerpen/2060/20295761,1,,Just renovated,Flat studio,,Installed,129000,,,2060 ANTWERPEN,Flat studio,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/kinrooi/3640/20296269,1,,,Apartment,,Installed,212000,,,3640 KINROOI,Apartment,,,,,,11,
https://www.immoweb.be/en/classified/apartment/for-sale/kinrooi/3640/20296262,2,,,Apartment,,Installed,267000,,,3640 KINROOI,Apartment,,,,,,10,
https://www.immoweb.be/en/classified/penthouse/for-sale/kinrooi/3640/20296267,2,,,Penthouse,,Installed,325000,,,3640 KINROOI,Penthouse,,,,,,16,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20297024,2,,,Apartment,,,410000,,,1060 Saint Gilles,Apartment,,No,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20296730,2,,As new,Apartment,,Hyper equipped,545000,,,1000 Bruxelles,Apartment,,No,2,,,15,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20296619,2,,As new,Apartment,,Hyper equipped,545000,,,1000 Bruxelles,Apartment,,Yes,2,,,15,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp-5/2050/20313728,1,,Good,Apartment,,,265000,,,2050 Antwerp 5,Apartment,,No,2,,,12,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp-5/2050/20313613,2,,Good,Apartment,,,325000,,,2050 Antwerp 5,Apartment,,No,2,,,10,
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/20311276,2,,As new,Ground floor,,Hyper equipped,461300,,,9000 Gent,Ground floor,,No,,,,11,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20271091,2,,Just renovated,Apartment,,Hyper equipped,255000,,,1080 MOLENBEEK-SAINT-JEAN,Apartment,,,2,,,9,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-st-lambert/1200/20113326,2,,As new,Apartment,,Hyper equipped,385000,,,1200 Woluwe-St.-Lambert,Apartment,,No,2,,,6,
https://www.immoweb.be/en/classified/apartment/for-sale/strombeek-bever/1853/20270658,4,,To be done up,Apartment,,Semi equipped,415000,,,1853 STROMBEEK-BEVER,Apartment,,,3,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20223219,2,,Good,Apartment,,Not installed,525000,,,1200 Woluwe-Saint-Lambert,Apartment,,No,3,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20270087,2,,Good,Apartment,,Installed,890000,,,8301 Duinbergen,Apartment,,Yes,3,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20270055,3,,Good,Apartment,,Installed,1235000,,,8300 Knokke-Heist,Apartment,,No,2,Yes,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/liege/4020/20287014,,,As new,Flat studio,,Semi equipped,99000,,,4020 Liège,Flat studio,,Yes,4,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/bouvignes-sur-meuse/5500/20290106,,,,Flat studio,,USA semi equipped,99000,,,5500 Bouvignes-sur-Meuse,Flat studio,,,3,,,2,
https://www.immoweb.be/en/classified/apartment/for-sale/staden/8840/20285821,3,,Good,Apartment,,Installed,291375,,,8840 Staden,Apartment,,,,,,15,
https://www.immoweb.be/en/classified/flat-studio/for-sale/uccle/1180/20306303,,,As new,Flat studio,,Hyper equipped,265000,,,1180 Uccle,Flat studio,,No,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20305879,2,,As new,Apartment,,Hyper equipped,475000,,,1150 Woluwe-Saint-Pierre,Apartment,,No,2,,,5,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20304344,2,,To be done up,Apartment,,Installed,135000,,,8400 Oostende,Apartment,,No,2,,,,
